tracking_id,datetime,windmill_generated_power(kW/h)
WM_9260,2019-01-12 09:23:20,2.5614173
WM_10714,2019-01-23 06:13:20,9.865165
WM_16480,2019-03-09 07:23:20,7.924136
WM_16011,2019-03-05 21:43:20,5.963326
WM_5670,2018-12-17 13:03:20,6.580491
WM_10261,2019-01-19 17:43:20,12.995137
WM_13790,2019-02-15 14:33:20,8.974591
WM_9508,2019-01-14 03:33:20,7.0107007
WM_22379,2019-05-10 04:13:20,3.0020483
WM_3630,2018-11-30 09:33:20,8.572893
WM_10125,2019-01-18 18:13:20,11.385373
WM_3133,2018-11-26 20:53:20,5.1174307
WM_18004,2019-03-23 21:13:20,5.58495
WM_33780,2019-08-04 23:43:20,7.5409536
WM_9635,2019-01-15 01:43:20,9.460132
WM_2136,2018-11-16 08:53:20,9.358741
WM_34206,2019-08-08 00:53:20,6.188549
WM_26358,2019-06-09 23:23:20,6.2588725
WM_40254,2019-09-23 01:13:20,7.469552
WM_2076,2018-11-15 22:33:20,3.2004755
WM_16588,2019-03-11 17:33:20,5.356668
WM_9829,2019-01-16 12:13:20,7.822124
WM_22649,2019-05-12 03:13:20,4.8602633
WM_22220,2019-05-09 00:33:20,3.6435568
WM_18785,2019-03-31 16:03:20,4.0933642
WM_6446,2018-12-23 10:53:20,10.317693
WM_29059,2019-06-29 17:53:20,6.87101
WM_19253,2019-04-06 14:53:20,3.0969484
WM_37900,2019-09-05 10:03:20,4.5980334
WM_25225,2019-05-31 13:13:20,3.7979696
WM_15766,2019-03-04 01:13:20,7.6800623
WM_34279,2019-08-08 13:13:20,2.5801625
WM_9194,2019-01-11 22:13:20,7.2696357
WM_23326,2019-05-16 22:23:20,7.802203
WM_23542,2019-05-18 10:33:20,3.6998703
WM_12718,2019-02-07 15:33:20,6.4619164
WM_4399,2018-12-06 08:53:20,5.3928833
WM_23700,2019-05-19 13:33:20,5.551937
WM_29570,2019-07-03 09:13:20,3.1834507
WM_28486,2019-06-25 13:13:20,5.8998175
WM_36744,2019-08-26 08:43:20,2.5792797
WM_10169,2019-01-19 02:03:20,10.688313
WM_13102,2019-02-10 10:43:20,6.468131
WM_18420,2019-03-27 00:33:20,3.4964752
WM_11345,2019-01-28 22:43:20,12.789583
WM_20937,2019-04-29 07:33:20,1.7622063
WM_19732,2019-04-16 18:43:20,2.4897459
WM_30163,2019-07-07 14:53:20,2.4052904
WM_31465,2019-07-16 23:33:20,7.627718
WM_34020,2019-08-06 16:43:20,5.000628
WM_37916,2019-09-05 12:43:20,3.4696333
WM_25289,2019-06-01 01:33:20,3.5209951
WM_10656,2019-01-22 19:33:20,11.043994
WM_33961,2019-08-06 06:53:20,4.546536
WM_38983,2019-09-13 10:53:20,2.7985704
WM_29326,2019-07-01 15:43:20,6.4459963
WM_22058,2019-05-07 21:03:20,7.509384
WM_23339,2019-05-17 00:33:20,7.478278
WM_27964,2019-06-21 18:03:20,5.072303
WM_5091,2018-12-11 09:13:20,8.000973
WM_23620,2019-05-18 23:43:20,7.2574587
WM_36479,2019-08-24 12:13:20,5.0424848
WM_5455,2018-12-15 23:03:20,8.0096655
WM_33865,2019-08-05 14:23:20,7.6843867
WM_28900,2019-06-28 13:33:20,3.0806859
WM_23540,2019-05-18 10:13:20,3.3477814
WM_7584,2018-12-31 11:43:20,10.455576
WM_36381,2019-08-23 19:53:20,5.091512
WM_15008,2019-02-25 02:23:20,10.922434
WM_39618,2019-09-17 21:03:20,7.591384
WM_7827,2019-01-02 04:53:20,8.264832
WM_8199,2019-01-04 20:43:20,7.077633
WM_38431,2019-09-09 02:33:20,7.464039
WM_4590,2018-12-07 17:43:20,8.356878
WM_35422,2019-08-17 03:13:20,4.97319
WM_17249,2019-03-18 06:53:20,6.798312
WM_18803,2019-04-01 11:53:20,2.4672115
WM_21684,2019-05-05 06:33:20,4.154389
WM_23629,2019-05-19 01:43:20,5.785455
WM_27869,2019-06-21 01:53:20,5.762781
WM_36402,2019-08-23 23:23:20,9.275779
WM_3283,2018-11-27 22:23:20,3.338369
WM_15219,2019-02-26 14:33:20,10.825632
WM_951,2018-11-07 09:03:20,3.549871
WM_19423,2019-04-07 22:23:20,6.2549934
WM_31350,2019-07-16 04:03:20,6.258242
WM_21603,2019-05-04 16:53:20,4.1318717
WM_5135,2018-12-11 16:33:20,6.44812
WM_13209,2019-02-11 05:13:20,6.917975
WM_25607,2019-06-03 17:03:20,4.4157653
WM_16489,2019-03-09 09:53:20,6.5025573
WM_5693,2018-12-17 16:53:20,5.026994
WM_21895,2019-05-06 17:53:20,5.0044403
WM_12507,2019-02-06 03:43:20,9.512737
WM_14118,2019-02-17 23:23:20,4.578799
WM_19475,2019-04-08 08:13:20,2.991029
WM_28476,2019-06-25 11:33:20,5.826316
WM_25735,2019-06-05 08:13:20,4.432197
WM_14038,2019-02-17 10:03:20,7.9262576
WM_6742,2018-12-25 13:03:20,10.956872
WM_36701,2019-08-26 01:33:20,6.141253
WM_11056,2019-01-25 16:13:20,13.527625
WM_36288,2019-08-23 03:53:20,6.685733
WM_13272,2019-02-11 16:53:20,5.8064337
WM_7058,2018-12-27 19:43:20,12.247644
WM_30370,2019-07-09 05:33:20,5.346146
WM_6469,2018-12-23 14:43:20,12.040184
WM_22864,2019-05-13 17:03:20,3.970615
WM_25148,2019-05-30 23:13:20,4.604639
WM_18198,2019-03-25 09:03:20,2.9565206
WM_10849,2019-01-24 05:23:20,11.192638
WM_3926,2018-12-02 21:33:20,3.3806465
WM_5255,2018-12-12 15:03:20,9.019577
WM_14329,2019-02-19 12:43:20,6.707939
WM_16383,2019-03-08 14:23:20,7.26603
WM_10580,2019-01-22 05:53:20,7.5347366
WM_33182,2019-07-31 17:43:20,3.6722083
WM_24480,2019-05-25 03:23:20,5.880141
WM_15670,2019-03-01 18:43:20,12.76222
WM_14649,2019-02-21 22:23:20,9.416773
WM_5140,2018-12-11 17:23:20,5.8836155
WM_1159,2018-11-09 02:03:20,2.6051106
WM_2555,2018-11-22 16:33:20,2.5232866
WM_24748,2019-05-27 19:23:20,5.946275
WM_9617,2019-01-14 22:43:20,8.461635
WM_13352,2019-02-12 06:43:20,9.498601
WM_22245,2019-05-09 04:43:20,1.7591841
WM_18952,2019-04-04 05:43:20,3.1803687
WM_3759,2018-12-01 12:33:20,5.549855
WM_33280,2019-08-01 10:53:20,2.7841177
WM_29249,2019-07-01 02:43:20,5.28142
WM_5877,2018-12-19 01:13:20,8.7523985
WM_27688,2019-06-19 19:03:20,4.182873
WM_23329,2019-05-16 22:53:20,7.346479
WM_19710,2019-04-16 00:23:20,3.461596
WM_811,2018-11-06 06:43:20,4.4184375
WM_34911,2019-08-13 00:13:20,6.5816255
WM_26510,2019-06-11 00:53:20,5.457984
WM_37056,2019-08-28 13:03:20,3.1759741
WM_29373,2019-07-01 23:43:20,8.8550205
WM_39014,2019-09-13 16:03:20,2.5160913
WM_35453,2019-08-17 08:23:20,5.02892
WM_36087,2019-08-21 18:13:20,4.806968
WM_36999,2019-08-28 03:33:20,3.1254742
WM_17478,2019-03-19 23:43:20,7.3385534
WM_849,2018-11-06 13:43:20,3.143675
WM_18812,2019-04-01 13:23:20,2.3919957
WM_24092,2019-05-22 06:53:20,4.280053
WM_28983,2019-06-29 04:43:20,5.048891
WM_27400,2019-06-17 13:53:20,4.6417794
WM_32614,2019-07-27 06:03:20,6.826024
WM_15065,2019-02-25 12:53:20,9.506493
WM_30600,2019-07-10 20:03:20,5.003013
WM_762,2018-11-05 22:33:20,3.0713267
WM_26413,2019-06-10 08:33:20,3.6545851
WM_25467,2019-06-02 13:53:20,3.865155
WM_2771,2018-11-24 05:53:20,6.9118843
WM_35364,2019-08-16 17:33:20,6.2274427
WM_39420,2019-09-16 12:03:20,3.2463882
WM_39991,2019-09-21 05:23:20,5.6088367
WM_34422,2019-08-09 13:23:20,2.5470583
WM_33518,2019-08-03 03:03:20,5.1614265
WM_8525,2019-01-07 04:23:20,10.210818
WM_5621,2018-12-17 04:03:20,7.820978
WM_35359,2019-08-16 16:43:20,5.1708026
WM_36285,2019-08-23 03:23:20,7.8344903
WM_13613,2019-02-14 04:43:20,8.533046
WM_28019,2019-06-22 04:03:20,6.2180977
WM_28763,2019-06-27 12:53:20,2.5147986
WM_4297,2018-12-05 13:23:20,7.984495
WM_25231,2019-05-31 14:23:20,4.373129
WM_30763,2019-07-12 00:43:20,8.731212
WM_30850,2019-07-12 15:13:20,7.939325
WM_1841,2018-11-14 06:23:20,3.5787134
WM_35181,2019-08-14 21:13:20,8.67387
WM_21100,2019-04-30 10:43:20,2.5945919
WM_34377,2019-08-09 05:43:20,4.723453
WM_12208,2019-02-04 01:03:20,10.114112
WM_38604,2019-09-10 11:53:20,3.3771262
WM_13154,2019-02-10 19:23:20,2.3132186
WM_5110,2018-12-11 12:23:20,11.256272
WM_36021,2019-08-21 07:13:20,3.9572144
WM_30137,2019-07-07 10:23:20,2.4203663
WM_4644,2018-12-08 02:53:20,9.008293
WM_28693,2019-06-27 01:03:20,7.7350864
WM_39978,2019-09-21 03:13:20,5.9033527
WM_10075,2019-01-18 09:43:20,10.528208
WM_36040,2019-08-21 10:23:20,3.29926
WM_20067,2019-04-20 18:43:20,2.7144794
WM_35590,2019-08-18 07:13:20,4.866328
WM_27541,2019-06-18 14:13:20,4.4954824
WM_3356,2018-11-28 10:53:20,5.6865993
WM_24729,2019-05-27 16:13:20,6.0103536
WM_36900,2019-08-27 11:03:20,3.1762087
WM_10433,2019-01-20 22:43:20,9.3414135
WM_39664,2019-09-18 04:43:20,4.859371
WM_33188,2019-07-31 18:53:20,4.987638
WM_38793,2019-09-11 19:23:20,5.023206
WM_20492,2019-04-26 02:53:20,5.5930824
WM_30070,2019-07-06 23:03:20,5.48184
WM_9580,2019-01-14 16:33:20,8.731285
WM_25651,2019-06-04 02:13:20,3.7398813
WM_29782,2019-07-04 21:13:20,7.7975345
WM_2633,2018-11-23 06:03:20,9.570797
WM_19126,2019-04-05 15:53:20,3.0111253
WM_33920,2019-08-05 23:43:20,7.0167356
WM_15615,2019-03-01 09:23:20,9.58876
WM_29008,2019-06-29 09:13:20,4.824922
WM_26706,2019-06-12 11:13:20,5.427818
WM_36139,2019-08-22 02:53:20,7.535786
WM_949,2018-11-07 08:43:20,3.4397774
WM_30979,2019-07-13 13:03:20,5.6457195
WM_30202,2019-07-07 21:43:20,7.6866493
WM_1306,2018-11-10 09:43:20,5.333123
WM_28576,2019-06-26 04:53:20,5.8154197
WM_16086,2019-03-06 11:33:20,8.375942
WM_15079,2019-02-25 15:13:20,11.86895
WM_28543,2019-06-25 23:13:20,7.875711
WM_4869,2018-12-09 17:33:20,6.410353
WM_2730,2018-11-23 22:53:20,1.86309
WM_24412,2019-05-24 13:33:20,3.34009
WM_23124,2019-05-15 12:43:20,6.153481
WM_12369,2019-02-05 04:13:20,10.0104265
WM_37220,2019-08-31 16:43:20,4.4624705
WM_7064,2018-12-27 20:43:20,11.616902
WM_32804,2019-07-29 00:53:20,8.74232
WM_13892,2019-02-16 07:43:20,8.052119
WM_2423,2018-11-21 17:23:20,3.0444963
WM_4292,2018-12-05 12:33:20,8.624427
WM_14863,2019-02-23 17:03:20,7.600404
WM_37691,2019-09-03 23:13:20,5.9710383
WM_29081,2019-06-29 21:43:20,7.861837
WM_24585,2019-05-25 20:53:20,8.678145
WM_37934,2019-09-05 15:43:20,3.9878557
WM_33176,2019-07-31 16:43:20,3.2854466
WM_24022,2019-05-21 19:13:20,5.651477
WM_8139,2019-01-04 10:43:20,6.6807837
WM_16437,2019-03-08 23:33:20,5.120711
WM_24940,2019-05-29 06:53:20,4.3135633
WM_30142,2019-07-07 11:13:20,2.6340547
WM_19985,2019-04-19 08:23:20,3.1010382
WM_12837,2019-02-08 11:53:20,7.984317
WM_32053,2019-07-21 05:03:20,6.713238
WM_560,2018-11-02 04:13:20,4.2189474
WM_9526,2019-01-14 06:43:20,4.2865744
WM_30781,2019-07-12 03:43:20,6.2779903
WM_31641,2019-07-18 06:03:20,6.19706
WM_613,2018-11-04 17:03:20,3.171516
WM_93,2018-10-29 12:33:20,8.856512
WM_32655,2019-07-27 13:03:20,7.7869368
WM_13020,2019-02-09 19:03:20,3.7221115
WM_36514,2019-08-24 18:03:20,4.894715
WM_23514,2019-05-18 05:53:20,5.1052637
WM_31031,2019-07-13 21:43:20,7.468171
WM_10813,2019-01-23 23:03:20,8.405985
WM_8421,2019-01-06 10:23:20,8.898195
WM_29856,2019-07-05 10:13:20,3.2314756
WM_7197,2018-12-28 18:53:20,12.977321
WM_10431,2019-01-20 22:23:20,10.363772
WM_30583,2019-07-10 17:13:20,4.1106563
WM_6207,2018-12-21 08:13:20,9.936305
WM_29085,2019-06-29 22:23:20,7.0885177
WM_22303,2019-05-09 14:23:20,4.4085064
WM_13690,2019-02-14 17:43:20,6.2029533
WM_21369,2019-05-02 07:43:20,2.7662098
WM_30139,2019-07-07 10:43:20,2.581264
WM_25858,2019-06-06 05:23:20,4.7940583
WM_36033,2019-08-21 09:13:20,4.216266
WM_2867,2018-11-24 21:53:20,4.405107
WM_39693,2019-09-18 09:33:20,2.6727338
WM_7894,2019-01-02 16:03:20,11.578122
WM_6380,2018-12-22 17:33:20,10.0056715
WM_15262,2019-02-26 21:43:20,9.32822
WM_15061,2019-02-25 12:13:20,9.073474
WM_32795,2019-07-28 23:23:20,8.234817
WM_21120,2019-04-30 14:03:20,2.4321034
WM_21300,2019-05-01 20:13:20,4.3780036
WM_1608,2018-11-12 13:53:20,2.9411895
WM_26582,2019-06-11 13:03:20,4.08607
WM_10899,2019-01-24 13:43:20,8.831359
WM_25461,2019-06-02 12:53:20,4.8577566
WM_9855,2019-01-16 17:03:20,8.919114
WM_6054,2018-12-20 06:43:20,11.435978
WM_13882,2019-02-16 05:53:20,7.675919
WM_6449,2018-12-23 11:23:20,12.082059
WM_26314,2019-06-09 15:33:20,7.980406
WM_20858,2019-04-28 18:23:20,1.6900584
WM_22684,2019-05-12 09:03:20,3.9935994
WM_24415,2019-05-24 14:03:20,3.3629344
WM_17113,2019-03-16 09:33:20,2.0611627
WM_25483,2019-06-02 16:43:20,4.717492
WM_3088,2018-11-26 13:23:20,5.103335
WM_10532,2019-01-21 15:53:20,13.081723
WM_6707,2018-12-25 07:13:20,9.508061
WM_19404,2019-04-07 19:03:20,4.161264
WM_17238,2019-03-18 05:03:20,4.4397964
WM_27206,2019-06-16 03:53:20,6.2349725
WM_5349,2018-12-15 04:53:20,4.4479628
WM_27880,2019-06-21 03:43:20,5.418981
WM_21048,2019-04-30 02:03:20,3.1354954
WM_25532,2019-06-03 02:13:20,4.1898284
WM_24605,2019-05-26 00:33:20,4.6486073
WM_25022,2019-05-29 20:43:20,5.9191437
WM_8753,2019-01-08 19:03:20,5.057728
WM_35769,2019-08-19 13:13:20,3.0678935
WM_8442,2019-01-06 14:03:20,8.549316
WM_6941,2018-12-26 22:53:20,10.672406
WM_301,2018-10-31 07:43:20,8.871234
WM_18676,2019-03-28 22:03:20,4.262386
WM_17441,2019-03-19 16:53:20,6.977692
WM_12023,2019-02-02 18:03:20,10.641229
WM_8351,2019-01-05 22:03:20,9.087723
WM_25492,2019-06-02 18:23:20,3.7780259
WM_32147,2019-07-21 21:03:20,8.479791
WM_22168,2019-05-08 15:33:20,4.514291
WM_4076,2018-12-03 22:33:20,8.214963
WM_36504,2019-08-24 16:23:20,3.3009243
WM_33567,2019-08-03 11:43:20,5.0115604
WM_32191,2019-07-22 04:43:20,5.129442
WM_6144,2018-12-20 21:43:20,11.955993
WM_12533,2019-02-06 08:03:20,8.411345
WM_1289,2018-11-10 06:53:20,2.728793
WM_30664,2019-07-11 07:53:20,4.6271963
WM_4370,2018-12-06 01:33:20,7.911735
WM_31207,2019-07-15 03:43:20,7.866605
WM_10223,2019-01-19 11:23:20,10.801575
WM_38274,2019-09-08 00:23:20,8.642826
WM_31638,2019-07-18 05:33:20,6.1213565
WM_39806,2019-09-19 04:23:20,4.456713
WM_15731,2019-03-03 19:23:20,9.471946
WM_16814,2019-03-13 12:43:20,2.468101
WM_20049,2019-04-19 20:33:20,6.4346814
WM_39063,2019-09-14 00:13:20,6.101856
WM_38964,2019-09-12 23:53:20,7.2988224
WM_35974,2019-08-20 23:23:20,6.777738
WM_25206,2019-05-31 10:03:20,1.7103591
WM_5384,2018-12-15 11:13:20,6.9124527
WM_5932,2018-12-19 10:23:20,9.550183
WM_7925,2019-01-02 21:13:20,12.338613
WM_30414,2019-07-09 12:53:20,4.507602
WM_37032,2019-08-28 09:03:20,2.560102
WM_35905,2019-08-20 11:53:20,4.607339
WM_29070,2019-06-29 19:43:20,7.996913
WM_12463,2019-02-05 20:23:20,9.018762
WM_29549,2019-07-03 05:43:20,4.0098944
WM_22469,2019-05-10 21:13:20,4.902772
WM_33917,2019-08-05 23:13:20,7.284214
WM_1581,2018-11-12 09:23:20,4.0446506
WM_15306,2019-02-27 05:03:20,10.657234
WM_15631,2019-03-01 12:13:20,13.317049
WM_20548,2019-04-26 12:13:20,2.7490094
WM_10299,2019-01-20 00:03:20,10.51903
WM_32695,2019-07-27 20:53:20,7.397753
WM_18825,2019-04-02 09:33:20,2.3562555
WM_10118,2019-01-18 17:03:20,12.006433
WM_23739,2019-05-19 20:03:20,5.1028514
WM_8440,2019-01-06 13:43:20,6.8768535
WM_9406,2019-01-13 09:53:20,4.2811346
WM_33698,2019-08-04 10:03:20,5.0534825
WM_30991,2019-07-13 15:03:20,4.7208867
WM_14094,2019-02-17 19:23:20,7.7900677
WM_23672,2019-05-19 08:53:20,3.311476
WM_11850,2019-02-01 12:43:20,10.246092
WM_8487,2019-01-06 21:53:20,5.7037387
WM_36270,2019-08-23 00:53:20,8.014941
WM_16170,2019-03-07 02:03:20,9.591568
WM_9576,2019-01-14 15:53:20,8.07034
WM_1623,2018-11-12 16:23:20,3.4993975
WM_5489,2018-12-16 04:43:20,6.4550343
WM_2453,2018-11-21 22:23:20,5.3677406
WM_30182,2019-07-07 18:03:20,3.0473294
WM_8391,2019-01-06 04:43:20,7.769463
WM_11730,2019-01-31 15:43:20,10.637352
WM_13323,2019-02-12 01:23:20,7.279072
WM_9284,2019-01-12 13:23:20,5.2769165
WM_21940,2019-05-07 01:23:20,4.984139
WM_3240,2018-11-27 15:03:20,3.1720562
WM_32563,2019-07-26 21:23:20,7.8611603
WM_839,2018-11-06 12:03:20,5.369167
WM_8243,2019-01-05 04:03:20,7.154428
WM_34562,2019-08-10 13:23:20,5.3592076
